ticker,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
UNH,2000-12-31,2001-02-02,0.14,0.14,0,0,pre-market
UNH,2001-03-31,2001-04-27,0.16,0.15,0.01,6.6667,pre-market
UNH,2001-06-30,2001-07-27,0.17,0.16,0.01,6.25,pre-market
UNH,2001-09-30,2001-10-26,0.18,0.18,0,0,pre-market
UNH,2001-12-31,2002-01-24,0.19,0.18,0.01,5.5556,pre-market
UNH,2002-03-31,2002-04-18,0.23,0.21,0.02,9.5238,pre-market
UNH,2002-06-30,2002-07-18,0.25,0.24,0.01,4.1667,pre-market
UNH,2002-09-30,2002-10-17,0.28,0.26,0.02,7.6923,pre-market
UNH,2002-12-31,2003-01-23,0.3,0.29,0.01,3.4483,pre-market
UNH,2003-03-31,2003-04-16,0.32,0.31,0.01,3.2258,pre-market
UNH,2003-06-30,2003-07-17,0.36,0.33,0.03,9.0909,pre-market
UNH,2003-09-30,2003-10-16,0.39,0.37,0.02,5.4054,pre-market
UNH,2003-12-31,2004-01-22,0.42,0.39,0.03,7.6923,pre-market
UNH,2004-03-31,2004-04-15,0.44,0.43,0.01,2.3256,pre-market
UNH,2004-06-30,2004-07-15,0.47,0.46,0.01,2.1739,pre-market
UNH,2004-09-30,2004-10-14,0.52,0.5,0.02,4,pre-market
UNH,2004-12-31,2005-01-20,0.55,0.54,0.01,1.8519,pre-market
UNH,2005-03-31,2005-04-14,0.58,0.56,0.02,3.5714,pre-market
UNH,2005-06-30,2005-07-14,0.61,0.75,-0.14,-18.6667,pre-market
UNH,2005-09-30,2005-10-14,0.64,0.67,-0.03,-4.4776,pre-market
UNH,2005-12-31,2006-01-19,0.65,0.65,0,0,pre-market
UNH,2006-03-31,2006-04-18,0.68,0.65,0.03,4.6154,pre-market
UNH,2006-06-30,2006-07-19,0.7,0.68,0.02,2.9412,pre-market
UNH,2006-09-30,2006-10-19,0.8,0.76,0.04,5.2632,pre-market
UNH,2006-12-31,2007-01-18,0.86,0.85,0.01,1.1765,pre-market
UNH,2007-03-31,2007-04-19,0.74,0.71,0.03,4.2254,pre-market
UNH,2007-06-30,2007-07-19,0.87,0.81,0.06,7.4074,pre-market
UNH,2007-09-30,2007-10-18,0.95,0.92,0.03,3.2609,pre-market
UNH,2007-12-31,2008-01-22,0.92,0.92,0,0,pre-market
UNH,2008-03-31,2008-04-22,0.78,0.8,-0.02,-2.5,pre-market
UNH,2008-06-30,2008-07-22,0.67,0.65,0.02,3.0769,pre-market
UNH,2008-09-30,2008-10-16,0.73,0.73,0,0,pre-market
UNH,2008-12-31,2009-01-22,0.78,0.78,0,0,pre-market
UNH,2009-03-31,2009-04-21,0.81,0.67,0.14,20.8955,pre-market
UNH,2009-06-30,2009-07-21,0.73,0.7,0.03,4.2857,pre-market
UNH,2009-09-30,2009-10-20,0.89,0.76,0.13,17.1053,pre-market
UNH,2009-12-31,2010-01-21,0.81,0.73,0.08,10.9589,pre-market
UNH,2010-03-31,2010-04-20,1.03,0.69,0.34,49.2754,pre-market
UNH,2010-06-30,2010-07-20,0.99,0.75,0.24,32,pre-market
UNH,2010-09-30,2010-10-19,1.14,0.83,0.31,37.3494,pre-market
UNH,2010-12-31,2011-01-20,1.05,0.84,0.21,25,pre-market
UNH,2011-03-31,2011-04-21,1.22,0.89,0.33,37.0787,pre-market
UNH,2011-06-30,2011-07-19,1.16,1.01,0.15,14.8515,pre-market
UNH,2011-09-30,2011-10-18,1.17,1.12,0.05,4.4643,pre-market
UNH,2011-12-31,2012-01-19,1.17,1.04,0.13,12.5,pre-market
UNH,2012-03-31,2012-04-19,1.31,1.18,0.13,11.0169,pre-market
UNH,2012-06-30,2012-07-19,1.27,1.19,0.08,6.7227,pre-market
UNH,2012-09-30,2012-10-16,1.5,1.36,0.14,10.2941,pre-market
UNH,2012-12-31,2013-01-17,1.2,1.19,0.01,0.8403,pre-market
UNH,2013-03-31,2013-04-18,1.16,1.15,0.01,0.8696,pre-market
UNH,2013-06-30,2013-07-18,1.4,1.25,0.15,12,pre-market
UNH,2013-09-30,2013-10-17,1.53,1.53,0,0,pre-market
UNH,2013-12-31,2014-01-16,1.41,1.4,0.01,0.7143,pre-market
UNH,2014-03-31,2014-04-17,1.1,1.09,0.01,0.9174,pre-market
UNH,2014-06-30,2014-07-17,1.42,1.25,0.17,13.6,pre-market
UNH,2014-09-30,2014-10-16,1.63,1.52,0.11,7.2368,pre-market
UNH,2014-12-31,2015-01-21,1.55,1.5,0.05,3.3333,pre-market
UNH,2015-03-31,2015-04-16,1.46,1.34,0.12,8.9552,pre-market
UNH,2015-06-30,2015-07-16,1.64,1.58,0.06,3.7975,pre-market
UNH,2015-09-30,2015-10-15,1.65,1.64,0.01,0.6098,pre-market
UNH,2015-12-31,2016-01-19,1.4,1.37,0.03,2.1898,pre-market
UNH,2016-03-31,2016-04-19,1.81,1.72,0.09,5.2326,pre-market
UNH,2016-06-30,2016-07-19,1.96,1.89,0.07,3.7037,pre-market
UNH,2016-09-30,2016-10-18,2.17,2.08,0.09,4.3269,pre-market
UNH,2016-12-31,2017-01-17,2.11,2.07,0.04,1.9324,pre-market
UNH,2017-03-31,2017-04-18,2.37,2.17,0.2,9.2166,pre-market
UNH,2017-06-30,2017-07-18,2.46,2.38,0.08,3.3613,pre-market
UNH,2017-09-30,2017-10-17,2.66,2.57,0.09,3.5019,pre-market
UNH,2017-12-31,2018-01-16,2.59,2.52,0.07,2.7778,pre-market
UNH,2018-03-31,2018-04-17,3.04,2.91,0.13,4.4674,pre-market
UNH,2018-06-30,2018-07-17,3.14,3.04,0.1,3.2895,pre-market
UNH,2018-09-30,2018-10-16,3.41,3.3,0.11,3.3333,pre-market
UNH,2018-12-31,2019-01-15,3.28,3.22,0.06,1.8634,pre-market
UNH,2019-03-31,2019-04-16,3.73,3.6,0.13,3.6111,pre-market
UNH,2019-06-30,2019-07-18,3.6,3.46,0.14,4.0462,pre-market
UNH,2019-09-30,2019-10-15,3.88,3.76,0.12,3.1915,pre-market
UNH,2019-12-31,2020-01-15,3.9,3.78,0.12,3.1746,pre-market
UNH,2020-03-31,2020-04-15,3.72,3.65,0.07,1.9178,pre-market
UNH,2020-06-30,2020-07-15,7.12,5.24,1.88,35.8779,pre-market
UNH,2020-09-30,2020-10-14,3.51,3.08,0.43,13.961,pre-market
UNH,2020-12-31,2021-01-20,2.52,2.41,0.11,4.5643,pre-market
UNH,2021-03-31,2021-04-15,5.31,4.38,0.93,21.2329,pre-market
UNH,2021-06-30,2021-07-15,4.7,4.46,0.24,5.3812,pre-market
UNH,2021-09-30,2021-10-14,4.52,4.42,0.1,2.2624,pre-market
UNH,2021-12-31,2022-01-19,4.48,4.31,0.17,3.9443,pre-market
UNH,2022-03-31,2022-04-14,5.49,5.35,0.14,2.6168,pre-market
UNH,2022-06-30,2022-07-15,5.57,5.21,0.36,6.9098,pre-market
UNH,2022-09-30,2022-10-14,5.79,5.44,0.35,6.4338,pre-market
UNH,2022-12-31,2023-01-13,5.34,5.17,0.17,3.2882,pre-market
UNH,2023-03-31,2023-04-14,6.26,6.08,0.18,2.9605,pre-market
UNH,2023-06-30,2023-07-14,6.14,5.98,0.16,2.6756,pre-market
UNH,2023-09-30,2023-10-13,6.56,6.35,0.21,3.3071,pre-market
UNH,2023-12-31,2024-01-12,6.16,5.99,0.17,2.8381,pre-market
UNH,2024-03-31,2024-04-16,6.91,6.62,0.29,4.3807,pre-market
UNH,2024-06-30,2024-07-16,6.8,6.63,0.17,2.5641,pre-market
UNH,2024-09-30,2024-10-15,7.15,7.03,0.12,1.707,pre-market
UNH,2024-12-31,2025-01-16,6.81,6.74,0.07,1.0386,pre-market
UNH,2025-03-31,2025-04-17,7.2,7.29,-0.09,-1.2346,pre-market
UNH,2025-06-30,2025-07-29,4.08,4.45,-0.37,-8.3146,pre-market
UNH,2025-09-30,2025-10-28,2.92,2.81,0.11,3.9146,pre-market
UNH,2025-12-31,2026-01-27,2.11,2.11,0,0,pre-market
UNH,2026-03-31,2026-04-21,7.23,6.6,0.63,9.5455,pre-market
UNH,2026-06-30,2026-07-16,6.38,4.94,1.44,29.1498,pre-market
WMT,1996-04-30,1996-05-14,0.13,0.13,0,0,pre-market
WMT,1996-07-31,1996-08-13,0.16,0.15,0.01,6.6667,pre-market
WMT,1996-10-31,1996-11-12,0.15,0.15,0,0,pre-market
WMT,1997-01-31,1997-02-25,0.24,0.24,0,0,pre-market
WMT,1997-04-30,1997-05-12,0.14,0.14,0,0,pre-market
WMT,1997-07-31,1997-08-12,0.18,0.18,0,0,pre-market
WMT,1997-10-31,1997-11-11,0.18,0.17,0.01,5.8824,pre-market
WMT,1998-01-31,1998-02-24,0.28,0.28,0,0,pre-market
WMT,1998-04-30,1998-05-12,0.19,0.17,0.02,11.7647,pre-market
WMT,1998-07-31,1998-08-11,0.23,0.22,0.01,4.5455,pre-market
WMT,1998-10-31,1998-11-10,0.23,0.22,0.01,4.5455,pre-market
WMT,1999-01-31,1999-02-16,0.35,0.33,0.02,6.0606,pre-market
WMT,1999-04-30,1999-05-11,0.25,0.22,0.03,13.6364,pre-market
WMT,1999-07-31,1999-08-10,0.31,0.28,0.03,10.7143,pre-market
WMT,1999-10-31,1999-11-09,0.29,0.28,0.01,3.5714,pre-market
WMT,2000-01-31,2000-02-15,0.43,0.42,0.01,2.381,pre-market
WMT,2000-04-30,2000-05-09,0.3,0.28,0.02,7.1429,pre-market
WMT,2000-07-31,2000-08-09,0.36,0.36,0,0,pre-market
WMT,2000-10-31,2000-11-14,0.31,0.31,0,0,pre-market
WMT,2001-01-31,2001-03-15,0.45,0.45,0,0,pre-market
WMT,2001-04-30,2001-06-15,0.31,0.31,0,0,pre-market
WMT,2001-07-31,2001-09-14,0.37,0.37,0,0,pre-market
WMT,2001-10-31,2001-11-13,0.33,0.33,0,0,pre-market
WMT,2002-01-31,2002-02-19,0.16,0.16,0,0,pre-market
WMT,2002-04-30,2002-05-14,0.1,0.1,0,0,pre-market
WMT,2002-07-31,2002-08-13,0.12,0.12,0,0,pre-market
WMT,2002-10-31,2002-11-13,0.14,0.13,0.01,7.6923,pre-market
WMT,2003-01-31,2003-02-18,0.19,0.19,0,0,pre-market
WMT,2003-04-30,2003-05-13,0.14,0.14,0,0,pre-market
WMT,2003-07-31,2003-08-13,0.17,0.17,0,0,pre-market
WMT,2003-10-31,2003-11-13,0.15,0.16,-0.01,-6.25,pre-market
WMT,2004-01-31,2004-02-19,0.21,0.21,0,0,pre-market
WMT,2004-04-30,2004-05-13,0.17,0.16,0.01,6.25,pre-market
WMT,2004-07-31,2004-08-12,0.21,0.2,0.01,5,pre-market
WMT,2004-10-31,2004-11-16,0.18,0.18,0,0,pre-market
WMT,2005-01-31,2005-02-17,0.25,0.25,0,0,pre-market
WMT,2005-04-30,2005-05-12,0.18,0.19,-0.01,-5.2632,pre-market
WMT,2005-07-31,2005-08-16,0.22,0.22,0,0,pre-market
WMT,2005-10-31,2005-11-14,0.2,0.19,0.01,5.2632,pre-market
WMT,2006-01-31,2006-02-21,0.28,0.28,0,0,pre-market
WMT,2006-04-30,2006-05-16,0.21,0.2,0.01,5,pre-market
WMT,2006-07-31,2006-08-15,0.24,0.24,0,0,pre-market
WMT,2006-10-31,2006-11-14,0.2,0.2,0,0,pre-market
WMT,2007-01-31,2007-02-20,0.31,0.3,0.01,3.3333,pre-market
WMT,2007-04-30,2007-05-15,0.23,0.23,0,0,pre-market
WMT,2007-07-31,2007-08-14,0.24,0.25,-0.01,-4,pre-market
WMT,2007-10-31,2007-11-13,0.23,0.22,0.01,4.5455,pre-market
WMT,2008-01-31,2008-02-19,0.35,0.34,0.01,2.9412,pre-market
WMT,2008-04-30,2008-05-13,0.25,0.25,0,0,pre-market
WMT,2008-07-31,2008-08-14,0.29,0.28,0.01,3.5714,pre-market
WMT,2008-10-31,2008-11-13,0.26,0.25,0.01,4,pre-market
WMT,2009-01-31,2009-02-17,0.34,0.32,0.02,6.25,pre-market
WMT,2009-04-30,2009-05-14,0.26,0.26,0,0,pre-market
WMT,2009-07-31,2009-08-13,0.29,0.28,0.01,3.5714,pre-market
WMT,2009-10-31,2009-11-12,0.28,0.27,0.01,3.7037,pre-market
WMT,2010-01-31,2010-02-18,0.39,0.37,0.02,5.4054,pre-market
WMT,2010-04-30,2010-05-18,0.29,0.29,0,0,pre-market
WMT,2010-07-31,2010-08-17,0.32,0.32,0,0,pre-market
WMT,2010-10-31,2010-11-16,0.3,0.3,0,0,pre-market
WMT,2011-01-31,2011-02-22,0.45,0.44,0.01,2.2727,pre-market
WMT,2011-04-30,2011-05-17,0.33,0.32,0.01,3.125,pre-market
WMT,2011-07-31,2011-08-16,0.36,0.36,0,0,pre-market
WMT,2011-10-31,2011-11-15,0.32,0.33,-0.01,-3.0303,pre-market
WMT,2012-01-31,2012-02-21,0.48,0.49,-0.01,-2.0408,pre-market
WMT,2012-04-30,2012-05-17,0.36,0.35,0.01,2.8571,pre-market
WMT,2012-07-31,2012-08-16,0.39,0.39,0,0,pre-market
WMT,2012-10-31,2012-11-15,0.36,0.36,0,0,pre-market
WMT,2013-01-31,2013-02-21,0.56,0.52,0.04,7.6923,pre-market
WMT,2013-04-30,2013-05-16,0.38,0.38,0,0,pre-market
WMT,2013-07-31,2013-08-15,0.42,0.42,0,0,pre-market
WMT,2013-10-31,2013-11-14,0.38,0.38,0,0,pre-market
WMT,2014-01-31,2014-02-20,0.53,0.53,0,0,pre-market
WMT,2014-04-30,2014-05-15,0.37,0.38,-0.01,-2.6316,pre-market
WMT,2014-07-31,2014-08-14,0.4,0.4,0,0,pre-market
WMT,2014-10-31,2014-11-13,0.38,0.37,0.01,2.7027,pre-market
WMT,2015-01-31,2015-04-01,0.54,0.51,0.03,5.8824,pre-market
WMT,2015-04-30,2015-05-19,0.34,0.35,-0.01,-2.8571,pre-market
WMT,2015-07-31,2015-08-18,0.36,0.37,-0.01,-2.7027,pre-market
WMT,2015-10-31,2015-11-17,0.33,0.33,0,0,pre-market
WMT,2016-01-31,2016-03-30,0.5,0.49,0.01,2.0408,pre-market
WMT,2016-04-30,2016-05-19,0.33,0.29,0.04,13.7931,pre-market
WMT,2016-07-31,2016-08-18,0.36,0.34,0.02,5.8824,pre-market
WMT,2016-10-31,2016-11-17,0.33,0.32,0.01,3.125,pre-market
WMT,2017-01-31,2017-03-31,0.43,0.43,0,0,pre-market
WMT,2017-04-30,2017-05-18,0.33,0.32,0.01,3.125,pre-market
WMT,2017-07-31,2017-08-17,0.36,0.36,0,0,pre-market
WMT,2017-10-31,2017-11-16,0.33,0.32,0.01,3.125,pre-market
WMT,2018-01-31,2018-03-30,0.44,0.46,-0.02,-4.3478,pre-market
WMT,2018-04-30,2018-05-17,0.38,0.37,0.01,2.7027,pre-market
WMT,2018-07-31,2018-08-16,0.43,0.41,0.02,4.878,pre-market
WMT,2018-10-31,2018-11-15,0.36,0.34,0.02,5.8824,pre-market
WMT,2019-01-31,2019-03-28,0.47,0.44,0.03,6.8182,pre-market
WMT,2019-04-30,2019-05-16,0.38,0.34,0.04,11.7647,pre-market
WMT,2019-07-31,2019-08-15,0.42,0.41,0.01,2.439,pre-market
WMT,2019-10-31,2019-11-14,0.39,0.36,0.03,8.3333,pre-market
WMT,2020-01-31,2020-02-18,0.46,0.48,-0.02,-4.1667,pre-market
WMT,2020-04-30,2020-05-19,0.39,0.36,0.03,8.3333,pre-market
WMT,2020-07-31,2020-08-18,0.52,0.42,0.1,23.8095,pre-market
WMT,2020-10-31,2020-11-17,0.45,0.4,0.05,12.5,pre-market
WMT,2021-01-31,2021-02-18,0.46,0.5,-0.04,-8,pre-market
WMT,2021-04-30,2021-05-18,0.32,0.56,-0.24,-42.8571,pre-market
WMT,2021-07-31,2021-08-17,0.51,0.59,-0.08,-13.5593,pre-market
WMT,2021-10-31,2021-11-16,0.37,0.48,-0.11,-22.9167,pre-market
WMT,2022-01-31,2022-02-17,0.43,0.51,-0.08,-15.6863,pre-market
WMT,2022-04-30,2022-05-17,0.25,0.43,-0.18,-41.8605,pre-market
WMT,2022-07-31,2022-08-16,0.63,0.59,0.04,6.7797,pre-market
WMT,2022-10-31,2022-11-15,-0.22,1.32,-1.54,-116.6667,pre-market
WMT,2023-01-31,2023-02-21,0.77,1.52,-0.75,-49.3421,pre-market
WMT,2023-04-30,2023-05-18,0.21,1.3,-1.09,-83.8462,pre-market
WMT,2023-07-31,2023-08-17,0.97,1.69,-0.72,-42.6036,pre-market
WMT,2023-10-31,2023-11-16,0.0559,1.51,-1.4541,-96.298,pre-market
WMT,2024-01-31,2024-02-20,0.68,1.64,-0.96,-58.5366,pre-market
WMT,2024-04-30,2024-05-16,0.63,0.52,0.11,21.1538,pre-market
WMT,2024-07-31,2024-08-15,0.56,0.65,-0.09,-13.8462,pre-market
WMT,2024-10-31,2024-11-19,0.57,0.53,0.04,7.5472,pre-market
WMT,2025-01-31,2025-02-20,0.65,0.65,0,0,pre-market
WMT,2025-04-30,2025-05-15,0.61,0.57,0.04,7.0175,pre-market
WMT,2025-07-31,2025-08-21,0.88,0.74,0.14,18.9189,pre-market
WMT,2025-10-31,2025-11-20,0.77,0.6,0.17,28.3333,pre-market
WMT,2026-01-31,2026-02-19,0.53,0.7,-0.17,-24.2857,pre-market
WMT,2026-04-30,2026-05-21,0.66,0.66,0,0,pre-market
WSM,1996-04-30,1996-05-14,-0.02,-0.02,0,0,pre-market
WSM,1996-07-31,1996-08-14,0,-0.01,0.01,100,pre-market
WSM,1996-10-31,1996-11-11,0,0,0,None,pre-market
WSM,1997-01-31,1997-03-13,0.24,0.22,0.02,9.0909,pre-market
WSM,1997-04-30,1997-05-20,0.01,0,0.01,None,pre-market
WSM,1997-07-31,1997-08-19,0.02,0.02,0,0,pre-market
WSM,1997-10-31,1997-11-18,0.03,0.02,0.01,50,pre-market
WSM,1998-01-31,1998-03-12,0.3,0.28,0.02,7.1429,pre-market
WSM,1998-04-30,1998-05-19,0.02,0.02,0,0,pre-market
WSM,1998-07-31,1998-08-18,0.04,0.03,0.01,33.3333,pre-market
WSM,1998-10-31,1998-11-17,0.05,0.05,0,0,pre-market
WSM,1999-01-31,1999-03-17,0.4,0.38,0.02,5.2632,pre-market
WSM,1999-04-30,1999-05-18,0.03,0.03,0,0,pre-market
WSM,1999-07-31,1999-08-17,0.04,0.04,0,0,pre-market
WSM,1999-10-31,1999-11-16,0.08,0.07,0.01,14.2857,pre-market
WSM,2000-01-31,2000-03-15,0.41,0.41,0,0,pre-market
WSM,2000-04-30,2000-05-16,0.04,0.03,0.01,33.3333,pre-market
WSM,2000-07-31,2000-08-15,0.05,0.04,0.01,25,pre-market
WSM,2000-10-31,2000-11-14,0.02,0.02,0,0,pre-market
WSM,2001-01-31,2001-03-14,0.4,0.39,0.01,2.5641,pre-market
WSM,2001-04-30,2001-05-15,0.01,-0.01,0.02,200,pre-market
WSM,2001-07-31,2001-08-24,0.01,None,0,None,pre-market
WSM,2001-10-31,2001-11-13,0.04,0.03,0.01,33.3333,pre-market
WSM,2002-01-31,2002-03-11,0.6,0.6,0,0,pre-market
WSM,2002-04-30,2002-05-23,0.07,0.04,0.03,75,pre-market
WSM,2002-07-31,2002-08-22,0.01,0.08,-0.07,-87.5,pre-market
WSM,2002-10-31,2002-11-19,0.07,0.05,0.02,40,pre-market
WSM,2003-01-31,2003-03-18,0.67,0.66,0.01,1.5152,pre-market
WSM,2003-04-30,2003-05-22,0.06,0.04,0.02,50,pre-market
WSM,2003-07-31,2003-08-21,0.08,0.07,0.01,14.2857,pre-market
WSM,2003-10-31,2003-11-20,0.1,0.09,0.01,11.1111,pre-market
WSM,2004-01-31,2004-03-18,0.85,0.84,0.01,1.1905,pre-market
WSM,2004-04-30,2004-05-25,0.09,0.08,0.01,12.5,pre-market
WSM,2004-07-31,2004-08-25,0.12,0.1,0.02,20,pre-market
WSM,2004-10-31,2004-11-18,0.12,0.12,0,0,pre-market
WSM,2005-01-31,2005-03-22,0.95,0.95,0,0,pre-market
WSM,2005-04-30,2005-05-24,0.11,0.1,0.01,10,pre-market
WSM,2005-07-31,2005-08-23,0.13,0.13,0,0,pre-market
WSM,2005-10-31,2005-11-17,0.16,0.15,0.01,6.6667,pre-market
WSM,2006-01-31,2006-03-20,1.09,1.09,0,0,pre-market
WSM,2006-04-30,2006-05-24,0.1,0.08,0.02,25,pre-market
WSM,2006-07-31,2006-08-24,0.15,0.13,0.02,15.3846,pre-market
WSM,2006-10-31,2006-11-16,0.13,0.12,0.01,8.3333,pre-market
WSM,2007-01-31,2007-03-22,1.06,1.03,0.03,2.9126,pre-market
WSM,2007-04-30,2007-05-30,0.08,0.06,0.02,33.3333,pre-market
WSM,2007-07-31,2007-08-29,0.12,0.08,0.04,50,pre-market
WSM,2007-10-31,2007-11-15,0.13,0.12,0.01,8.3333,pre-market
WSM,2008-01-31,2008-03-27,1.15,1.12,0.03,2.6786,pre-market
WSM,2008-04-30,2008-06-04,0.05,0.01,0.04,400,pre-market
WSM,2008-07-31,2008-08-28,0.09,0.06,0.03,50,pre-market
WSM,2008-10-31,2008-12-04,-0.05,-0.05,0,0,pre-market
WSM,2009-01-31,2009-03-24,0.31,0.16,0.15,93.75,pre-market
WSM,2009-04-30,2009-06-03,-0.09,-0.1,0.01,10,pre-market
WSM,2009-07-31,2009-08-26,0.03,-0.04,0.07,175,pre-market
WSM,2009-10-31,2009-11-19,0.08,0.03,0.05,166.6667,pre-market
WSM,2010-01-31,2010-03-22,0.43,0.37,0.06,16.2162,pre-market
WSM,2010-04-30,2010-05-20,0.23,0.12,0.11,91.6667,pre-market
WSM,2010-07-31,2010-08-19,0.16,0.11,0.05,45.4545,pre-market
WSM,2010-10-31,2010-11-18,0.17,0.16,0.01,6.25,pre-market
WSM,2011-01-31,2011-03-15,0.54,0.49,0.05,10.2041,pre-market
WSM,2011-04-30,2011-05-19,0.3,0.28,0.02,7.1429,pre-market
WSM,2011-07-31,2011-08-23,0.19,0.18,0.01,5.5556,pre-market
WSM,2011-10-31,2011-11-17,0.21,0.19,0.02,10.5263,pre-market
WSM,2012-01-31,2012-03-08,1.17,1.13,0.04,3.5398,pre-market
WSM,2012-04-30,2012-05-22,0.17,0.16,0.01,6.25,pre-market
WSM,2012-07-31,2012-08-21,0.22,0.2,0.02,10,post-market
WSM,2012-10-31,2012-11-14,0.25,0.23,0.02,8.6957,post-market
WSM,2013-01-31,2013-03-19,1.34,1.29,0.05,3.876,pre-market
WSM,2013-04-30,2013-05-23,0.21,0.18,0.03,16.6667,post-market
WSM,2013-07-31,2013-08-28,0.25,0.24,0.01,4.1667,post-market
WSM,2013-10-31,2013-11-20,0.29,0.27,0.02,7.4074,post-market
WSM,2014-01-31,2014-03-12,1.38,1.35,0.03,2.2222,pre-market
WSM,2014-04-30,2014-05-21,0.24,0.22,0.02,9.0909,post-market
WSM,2014-07-31,2014-08-27,0.27,0.27,0,0,post-market
WSM,2014-10-31,2014-11-19,0.34,0.31,0.03,9.6774,post-market
WSM,2015-01-31,2015-03-18,1.52,1.52,0,0,post-market
WSM,2015-04-30,2015-05-20,0.24,0.22,0.02,9.0909,post-market
WSM,2015-07-31,2015-08-26,0.29,0.29,0,0,post-market
WSM,2015-10-31,2015-11-19,0.39,0.36,0.03,8.3333,post-market
WSM,2016-01-31,2016-03-16,1.55,1.58,-0.03,-1.8987,post-market
WSM,2016-04-30,2016-05-25,0.22,0.25,-0.03,-12,post-market
WSM,2016-07-31,2016-08-24,0.29,0.29,0,0,post-market
WSM,2016-10-31,2016-11-17,0.39,0.38,0.01,2.6316,post-market
WSM,2017-01-31,2017-03-15,1.55,1.51,0.04,2.649,post-market
WSM,2017-04-30,2017-05-24,0.23,0.25,-0.02,-8,post-market
WSM,2017-07-31,2017-08-23,0.31,0.29,0.02,6.8966,post-market
WSM,2017-10-31,2017-11-16,0.42,0.42,0,0,post-market
WSM,2018-01-31,2018-03-14,1.68,1.61,0.07,4.3478,post-market
WSM,2018-04-30,2018-05-23,0.27,0.29,-0.02,-6.8966,post-market
WSM,2018-07-31,2018-08-22,0.39,0.34,0.05,14.7059,post-market
WSM,2018-10-31,2018-11-15,0.5,0.46,0.04,8.6957,post-market
WSM,2019-01-31,2019-03-20,2.1,1.96,0.14,7.1429,post-market
WSM,2019-04-30,2019-05-30,0.33,0.34,-0.01,-2.9412,post-market
WSM,2019-07-31,2019-08-28,0.44,0.42,0.02,4.7619,post-market
WSM,2019-10-31,2019-11-21,0.51,0.51,0,0,post-market
WSM,2020-01-31,2020-03-18,2.13,2.05,0.08,3.9024,post-market
WSM,2020-04-30,2020-05-28,0.37,0.03,0.34,1133.3333,post-market
WSM,2020-07-31,2020-08-26,0.85,0.47,0.38,80.8511,post-market
WSM,2020-10-31,2020-11-19,1.28,0.76,0.52,68.4211,post-market
WSM,2021-01-31,2021-03-17,3.95,3.39,0.56,16.5192,post-market
WSM,2021-04-30,2021-05-26,1.45,0.96,0.49,51.0417,post-market
WSM,2021-07-31,2021-08-25,1.61,1.29,0.32,24.8062,post-market
WSM,2021-10-31,2021-11-18,1.65,1.58,0.07,4.4304,post-market
WSM,2022-01-31,2022-03-16,5.42,4.82,0.6,12.4481,post-market
WSM,2022-04-30,2022-05-25,1.75,1.44,0.31,21.5278,post-market
WSM,2022-07-31,2022-08-24,1.94,1.75,0.19,10.8571,post-market
WSM,2022-10-31,2022-11-17,1.86,1.87,-0.01,-0.5348,post-market
WSM,2023-01-31,2023-03-16,5.5,5.46,0.04,0.7326,pre-market
WSM,2023-04-30,2023-05-23,1.18,1.19,-0.01,-0.8403,pre-market
WSM,2023-07-31,2023-08-23,1.56,1.36,0.2,14.7059,pre-market
WSM,2023-10-31,2023-11-16,1.83,1.67,0.16,9.5808,pre-market
WSM,2024-01-31,2024-03-13,2.72,2.58,0.14,5.4264,pre-market
WSM,2024-04-30,2024-05-22,4.07,2.71,1.36,50.1845,pre-market
WSM,2024-07-31,2024-08-22,1.74,1.6,0.14,8.75,pre-market
WSM,2024-10-31,2024-11-20,1.96,1.76,0.2,11.3636,pre-market
WSM,2025-01-31,2025-03-19,3.28,2.9423,0.3377,11.4774,pre-market
WSM,2025-04-30,2025-05-22,1.85,1.75,0.1,5.7143,pre-market
WSM,2025-07-31,2025-08-27,2,1.79,0.21,11.7318,pre-market
WSM,2025-10-31,2025-11-19,1.96,1.87,0.09,4.8128,pre-market
WSM,2026-01-31,2026-03-18,3.04,2.89,0.15,5.1903,pre-market
WSM,2026-04-30,2026-05-21,1.93,1.8,0.13,7.2222,pre-market
XOM,1996-03-31,1996-04-22,0.35,0.33,0.02,6.0606,pre-market
XOM,1996-06-30,1996-07-22,0.32,0.33,-0.01,-3.0303,pre-market
XOM,1996-09-30,1996-10-21,0.31,0.3,0.01,3.3333,pre-market
XOM,1996-12-31,1997-01-21,0.42,0.38,0.04,10.5263,pre-market
XOM,1997-03-31,1997-04-21,0.44,0.41,0.03,7.3171,pre-market
XOM,1997-06-30,1997-07-21,0.4,0.35,0.05,14.2857,pre-market
XOM,1997-09-30,1997-10-21,0.37,0.35,0.02,5.7143,pre-market
XOM,1997-12-31,1998-01-21,0.5,0.37,0.13,35.1351,pre-market
XOM,1998-03-31,1998-04-21,0.38,0.34,0.04,11.7647,pre-market
XOM,1998-06-30,1998-07-21,0.33,0.32,0.01,3.125,pre-market
XOM,1998-09-30,1998-10-21,0.29,0.29,0,0,pre-market
XOM,1998-12-31,1999-01-21,0.31,0.3,0.01,3.3333,pre-market
XOM,1999-03-31,1999-04-21,0.24,0.23,0.01,4.3478,pre-market
XOM,1999-06-30,1999-07-21,0.25,0.27,-0.02,-7.4074,pre-market
